ret_col,date,sort_col,economic_group,group_label,sort_mean,portfolio_ret,n_funds
future_ret_6m,2009-06-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8408162065154345,0.1487479517193745,9
future_ret_6m,2009-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.13325035121013024,0.1050961330095336,10
future_ret_6m,2009-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.3106546197783815,0.12799676580441682,9
future_ret_6m,2009-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.49533118678268295,0.15166137492586582,9
future_ret_6m,2009-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5861648784375916,0.12185298737023476,9
future_ret_6m,2009-09-30,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.7741968163197667,0.14047363818945274,10
future_ret_6m,2009-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.12460540257845681,-0.17611791052859452,12
future_ret_6m,2009-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,2,Q2,0.3121407723994327,-0.17050970504539473,12
future_ret_6m,2009-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,3,Q3,0.43146651913655776,-0.21407915696746213,11
future_ret_6m,2009-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,4,Q4,0.5852317592431823,-0.19358375181203144,12
future_ret_6m,2009-12-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,5,High,0.8176154124307672,-0.18151632255742556,12
future_ret_6m,2010-03-31,FAC_rank_vol_m3_n6_pairwise1__x__rank_mean_m3_n6_pairwise1,1,Low,0.1335968843865454,-0.035640842673856137,12
